word,meaning
หมากล้อม,{'คำนาม': ['หมากกระดานชนิดหนึ่ง มีตัวหมากเป็นเม็ดกลมสีขาวกับดำ กติกาคือผลัดกันวางหมากให้ล้อมพื้นที่ว่างบนกระดาน ให้ได้ดินแดนของตนมากกว่าคู่ต่อสู้']}
จำนำ,"{'คำนาม': ['ชื่อสัญญาซึ่งบุคคลคนหนึ่ง เรียกว่า ผู้จำนำ ส่งมอบสังหาริมทรัพย์สิ่งหนึ่งให้แก่บุคคลอีกคนหนึ่ง เรียกว่า ผู้รับจำนำ เพื่อเป็นประกันการชำระหนี้'], 'คำกริยา': ['ประจำ, เรียกผู้ซื้อขายหรือติดต่อกันเป็นประจำว่า เจ้าจำนำ', 'ส่งมอบสังหาริมทรัพย์เป็นประกันสำหรับจำนำ']}"
โดมิโน,"{'คำนาม': ['เกมอย่างหนึ่ง ใช้เบี้ยสี่เหลี่ยมที่มีแต้มจำนวนต่าง ๆ ตรงปลายสองข้าง ผู้เล่นจะต้องผลัดกันนำเบี้ยในมือ ต่อกับเบี้ยที่วางอยู่โดยให้แต้มตรงกัน หากไม่มีต้องจั่วเพิ่ม ผู้เล่นที่เบี้ยหมดมือ หรือเหลือแต้มน้อยสุดเป็นผู้ชนะ (กติกาอาจดัดแปลงได้)', 'เบี้ยของเกมโดมิโน']}"
ปี,"{'คำนาม': ['เวลาชั่วโลกโคจรรอบดวงอาทิตย์ครั้งหนึ่งราว 365 วัน', 'เวลา 12 เดือนตามสุริยคติ', 'เวลาชั่วเทหวัตถุเช่นดาวเคราะห์ โคจรรอบดาวฤกษ์ในระบบสุริยะของมันเอง'], 'คำกริยา': ['ไป']}"
รอบ,"{'คำนาม': ['การบรรจบถึงกัน, การเวียนไปบรรจบถึงกัน', 'ช่วง เช่น ภาพยนตร์รอบเช้า รอบบ่าย', 'วาระ เช่น รอบสุดท้าย รอบชิงชนะเลิศ'], 'คำลักษณนาม': ['ลักษณนามเรียกลักษณะที่มาบรรจบกันเป็นต้น เช่น รอบหนึ่ง 2 รอบ'], 'คำบุพบท': ['อาการที่เวียนมาบรรจบกัน เช่น วงสายสิญจน์รอบบ้าน เดินรอบตลาด']}"
เช้า,"{'คำนาม': ['เวลาระหว่างรุ่งสว่างกับสาย', 'เวลาตั้งแต่รุ่งสว่างถึงเที่ยง', 'กระเช้า', 'เวลา'], 'คำคุณศัพท์': ['ที่อยู่ในช่วงเวลาตั้งแต่รุ่งสว่างถึงเที่ยง'], 'คำกริยาวิเศษณ์': ['เร็วกว่าเวลาที่กำหนดในระหว่างรุ่งสว่างกับสาย', 'ก่อนเวลาที่กำหนด, ไม่สาย']}"
อุดมการณ์,{'คำนาม': ['หลักการที่วางระเบียบไว้เป็นแนวปฏิบัติเพื่อให้บรรลุเป้าหมายที่กำหนดไว้']}
เห็ดรวมญาติ,{'คำนาม': ['เห็ดที่ไม่รู้จัก และหากรับประทานเข้าไปอาจเป็นพิษจนถึงขั้นเสียชีวิต (รวมญาติ หมายถึงบรรดาญาติที่มาร่วมงานศพ)']}
จอด,"{'คำกริยา': ['หยุดอยู่หรือทำให้หยุด, หยุดอยู่ชั่วคราว (ใช้แก่ เรือ รถ เป็นต้น)', 'พ่ายแพ้, ไม่มีทางสู้', 'ตาย', 'รัก']}"
พันทาง,"{'คำนาม': ['เรียกไก่ที่พ่อเป็นอู แม่เป็นแจ้', 'เรียกสัตว์ที่พ่อแม่ต่างพันธุ์กัน (ยกเว้นปลากัด) จนถึงสิ่งต่างชนิดบางอย่างที่แกมกันหรือไม่เข้าชุดกัน']}"
ก๊อปปี้,"{'คำนาม': ['กระดาษที่ใช้สำหรับทำสำเนา เรียกว่า กระดาษก๊อปปี้'], 'คำกริยา': ['ทำสำเนา, คัดลอก', 'ลอก, เลียนแบบ']}"
ปฏิสัมภิทา,"{'คำนาม': ['ความแตกฉาน, ปัญญาอันแตกฉาน, มี 4 อย่าง คือ อรรถปฏิสัมภิทา ธรรมปฏิสัมภิทา นิรุตติปฏิสัมภิทา ปฏิภาณปฏิสัมภิทา']}"
ช้างสิบตระกูล,{'คำนาม': ['ตามตำราโบราณกำหนดช้างไว้สิบตระกูลตามสีของกาย ได้แก่ กาฬาวกหัตถี คังไคยหัตถี ปัณฑรหัตถี ตามพหัตถี ปิงคลหัตถี คันธหัตถี มงคลหัตถี เหมหัตถี อุโบสถหัตถี และฉัททันตหัตถี']}
